user,funding_source,amount
43327,1587,94.5
50341,7684,250
50353,7684,500
51208,7682,600
50578,7506,431.58
50272,7506,468.86
50283,7506,178.18
50342,7506,555.12
50343,7506,500
50273,7506,380
50350,7506,480
50351,7506,470
51958,7506,465
50468,7506,270
50281,7506,407.65
51209,7506,600
33122,1539,515
51677,6608,100
48151,6596,100
39974,6192,90
41717,6590,29.75
55319,6590,185
43723,6590,376.28
51115,6897,1650
51116,6897,600
51118,6897,750
51280,6897,1700
51281,6897,250
51282,6897,500
51283,6897,450
51284,6897,300
51285,6897,500
51286,6897,100
51289,6897,850
11541,711,198.64
12090,700,100
40961,5977,205
19104,2331,325
31068,2331,95.1
32197,2331,400
37474,2331,80
29934,4015,8.97
38796,3041,5054.94
39580,3041,232.91
24338,2992,40
33211,2992,0.19
27117,2992,25.68
13077,5569,224.48
30195,1611,60.42
39097,1107,81.17
27790,3531,16.59
31578,3531,186.5
37771,3531,580
60300,8696,50
32556,2378,0.1
21737,2378,0.31
49122,7601,910.79
55029,7601,500
41192,6246,400
41195,6246,597
41200,6246,365
41201,6246,365
41209,6246,475
41216,6246,350
41217,6246,601.03
41218,6246,139
41219,6246,500
41223,6246,350
41225,6246,555
41226,6246,550
41227,6246,650
41252,6246,500
41264,6246,258.93
41340,6246,409.05
41358,6246,470
41591,6246,543.05
41896,6246,375
43356,6246,300
43497,6246,3
43594,6246,540
43631,6246,500
43981,6246,500
47443,6246,40
47947,6246,21.49
48562,6246,260
48867,6246,458.61
48955,6246,110
49102,6246,359.29
49840,6246,100.83
49908,6246,25
51985,6246,500
52282,6246,245
52732,6246,500
55193,6246,500
7747,1341,2543.63
8014,1341,2074.83
16049,1341,1797.02
23411,1341,2573.06
24735,1341,2734.08
27042,1341,3448.43
44014,1341,1379
46718,1341,651.07
49106,1341,2250
51300,1341,761.21
16899,1341,540.05
26963,1341,10
9051,1341,408.71
10437,7733,49.46
23439,2634,315
