activity_transaction_id,type,value,value_was,status,gift_charge,note_charge,packaging_charge,pick_pack_charge,shipping_charge,total_charge,undeliverable_charge
3672984,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3670376,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3670395,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3670647,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3670629,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3670590,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3670444,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3670508,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3673224,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3670450,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3673253,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3673094,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3673005,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3673208,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3673237,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3670459,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3673082,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3670453,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3670550,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3673297,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3670525,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3673024,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3670649,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3670390,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3670651,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3670536,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3673068,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3670396,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3670493,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3673248,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3670365,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3673262,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3670430,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3670479,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3673216,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3670554,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3673299,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3672977,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3673049,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3673113,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3673110,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
3673221,updated,Shipped,Shipped,Shipped,0,0,0,203,0,203,0
